Hashcode,Player,Age,Team,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,GIDP,HBP,SH,SF,Pos,MLS,Salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,E,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot,AVG
622814,J.T. Ortiz,40,YON,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,16,0,0,0,"['1B,3B']",13.045,13000000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
132969,Tyler Peralta,27,BET,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,13,0,0,0,"['RF,LF']",2.118,2100000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
872955,Gustavo Hoskins,30,BOS,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,17,0,0,0,"['1B', '1B,2B']",4.089,6775000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
173333,Max Aranda,27,SEB,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,18,0,0,0,['C'],1.051,745000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
754831,Isiah Taillon,31,JOL,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,8,0,0,0,['SS'],8.032,35000000.0,ACB,['JOL'],['ACB'],2025,0,0,0,0,100,Active,0,Joliet,list,0
194149,Michael Steele,26,JOL,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,8,0,0,0,['CF'],2.124,2550000.0,ACB,['JOL'],['ACB'],2025,0,0,0,0,100,Active,0,Joliet,list,0
153648,Jamie Robles,25,VIS,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0,0,14,0,0,0,['2B'],2.142,1950000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
473484,Trey Springer,29,GAS,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,6,0,0,0,"['CF,RF', 'RF,CF']",4.014,5450000.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
1040892,Eduardo Weissert,25,TEM,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,10,0,0,0,"['RF,CF,LF,3B']",0.072,746500.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
661744,Cade Stott,25,SAI,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,7,0,0,0,['C'],1.008,760000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
30750,Tyler Fairbanks,25,VIS,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,13,0,0,0,['CF'],0.037,740000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
294987,Whit Hartwig,25,TUS,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,15,0,0,0,"['CF,LF,RF']",0.13,740000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
1037110,Johan McCormick,32,TEM,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,13,0,0,0,['1B'],6.053,12000000.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
837889,Ryan Ruiz,32,SIO,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,10,0,0,0,"['SS,RF,2B']",9.07,30416667.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
586004,Manuel Donovan,38,SHR,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,11,0,0,0,['RF'],14.123,5000000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
445412,Stuart Williamson,28,BOS,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,15,0,0,0,['C'],3.056,2525000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
134193,Colt Banks,29,GRA,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,18,0,0,0,"['CF,LF']",2.044,767300.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
183505,Brandon Harvey,28,SAN,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,3,0,0,0,"['CF,LF,RF']",3.128,5650000.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
853821,José Vanasco,26,TEM,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,10,0,0,0,"['3B,SS,2B']",0.03,741500.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
993560,Mitch Kim,31,WES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,12,0,0,0,"['LF,RF', 'RF,LF']",6.08,2000000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
877407,Caleb Jones,28,MCH,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,16,0,0,0,['1B'],3.105,4137500.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
555103,Dedniel Peralta,38,COR,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,8,0,0,0,"['RF,CF']",11.102,13000000.0,NBL,['COR'],['NBL'],2025,0,0,0,0,100,Active,0,Corpus Christi,Ermine,0
353748,Quinn Shenton,30,MCH,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,1,0,0,0,['CF'],4.078,6325000.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
897863,Bryan Smith,30,SHR,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,15,0,0,0,"['SS,2B,3B', '2B,3B,SS,P,CF']",6.0,7500000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
397028,Brent Black,37,WES,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,22,0,0,0,[],12.036,12000000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
395956,Jordan Senzel,27,SOU,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,6,0,0,0,"['RF,CF,LF']",1.124,766000.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
1044463,Nick Carasiti,31,MCH,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,7,0,0,0,"['1B,RF,LF']",4.17,3500000.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
54811,Luis Bickford,30,JOL,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,14,0,0,0,['C'],3.097,3050000.0,ACB,['JOL'],['ACB'],2025,0,0,0,0,100,Active,0,Joliet,list,0
403191,Chas Witt Jr.,32,TUS,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,17,0,0,0,['LF'],7.043,18000000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
645029,Oswald Bart,27,SIO,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,10,0,0,0,"['2B,SS']",3.114,1225000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
947945,Seth Tucker,29,WAT,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,7,0,0,0,"['C,1B,2B,LF']",1.079,760000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
106723,Tanner Duran,26,VIS,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,14,0,0,0,['C'],2.064,6375000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
1000939,Sonny Freeland,28,PAL,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,7,0,0,0,"['SS,3B,2B']",0.0,740000.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
227786,Tommy Mlodzinski,31,CHE,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,3,0,0,0,"['SS,3B', '3B,SS']",6.057,1750000.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
20633,Tanner Gray,37,CHE,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,4,0,0,0,"['RF,LF,CF', 'RF,CF,LF', 'LF,RF']",0.0,740000.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
965327,Tobias Díaz,27,POR,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,2,0,0,0,"['LF,CF,RF']",2.078,766500.0,NBL,['POR'],['NBL'],2025,0,0,0,0,100,Active,0,Portsmouth,Penguin,0
621298,Trevor O'Brien,31,YON,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,9,0,0,0,"['3B,2B,LF,P,1B']",3.126,3100000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
97310,Johnathan Ragans,34,TUS,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,5,0,0,0,"['RF,CF,P']",4.128,7900000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
717949,Darren Suter,30,WAT,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,16,0,0,0,"['LF,RF']",5.059,5850000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
418202,Clay Barnhart,33,WES,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,7,0,0,0,"['2B,RF,LF']",5.069,10250000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
935515,Jaden Raley,24,RIV,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,8,0,0,0,['CF'],2.0,5000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
332973,Kerry Castillo,29,MON,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,10,0,0,0,['SS'],3.0,8000000.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
633344,Sean Sogard,31,YON,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,20,0,0,0,['2B'],7.024,10500000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
750446,Tyler Hernández,28,RIV,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,8,0,0,0,['3B'],4.138,21000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
225879,Alex Solano,28,PHO,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,12,0,0,0,['C'],3.089,2425000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
636905,Anthony Veneziano,32,MON,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,16,0,0,0,"['2B,SS']",10.042,25454545.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
971165,Giovanny Rafaela,31,BOS,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,8,0,0,0,"['3B,1B']",6.038,13000000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
284735,Vidal Williams,36,TUS,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,14,0,0,0,"['1B,LF,RF,3B', '1B,RF,LF,3B', '1B,LF,RF']",8.092,11500000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
987054,Nelson Arias,33,RIV,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,13,0,0,0,"['3B,1B,SS', '3B,1B', '3B,SS']",6.127,1500000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
707181,Austin Hicks,28,SEB,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,9,0,0,0,"['SS,3B,2B,LF,CF,RF']",0.0,740000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
941818,Anthony Chisholm Jr.,35,SHR,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,18,0,0,0,[],13.118,32000000.0,ACB,['SHR'],['ACB'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
429231,Ángel Cabbage,26,COR,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,8,0,0,0,"['1B,RF,LF']",0.103,742000.0,NBL,['COR'],['NBL'],2025,0,0,0,0,100,Active,0,Corpus Christi,Ermine,0
422392,Jonathan Faucher,30,YON,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,2,0,0,0,"['LF,1B,RF,CF']",1.106,754200.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
443770,Travis Paddack,26,SAN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,2,0,0,0,"['LF,2B']",0.059,744900.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
98157,Gus Torres,25,WES,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,7,0,0,0,"['3B,1B']",0.132,740000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
706820,Brice Stanton,29,SAN,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,13,0,0,0,"['3B,SS,2B,P,LF']",1.168,757700.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
515266,Kyle Mize,26,SAI,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,10,0,0,0,"['RF,CF']",2.085,770000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
985566,Luis Veneziano,24,SEB,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,8,0,0,0,"['RF,CF']",0.052,740000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
729606,Elehuris Swanson,30,YON,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,4,0,0,0,['SS'],5.163,11000000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
262977,Mickey Singer,26,CHE,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,3,0,0,0,"['LF,RF,1B']",1.153,754750.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
148038,Justin Gurriel,25,RIV,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,7,0,0,0,"['LF,CF,RF']",1.169,760000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
148876,Kolby Imanaga,33,SOU,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,5,0,0,0,[],9.028,9500000.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
403351,Trey Rodríguez,26,TUS,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,11,0,0,0,['C'],0.136,747500.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
809945,Keider Bradish,29,PAL,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,6,0,0,0,"['CF,1B']",2.015,757800.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
834611,Tyler Mikolas,26,WAT,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,9,0,0,0,"['RF,LF,CF']",0.041,749500.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
970272,Logan Bouchard,26,MCH,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,5,0,0,0,"['3B,2B,SS']",0.098,745800.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
603329,Andrés McCann,27,SHR,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,6,0,0,0,"['3B,2B,1B,SS,RF']",0.078,745000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
43137,José Henderson,24,SIO,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,9,0,0,0,"['CF,RF,LF']",0.0,740000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
175820,Aaron Wilson,24,GAS,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,11,0,0,0,['SS'],0.037,740200.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
406707,John Allen,32,YON,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,9,0,0,0,"['SS,3B,2B,LF,1B,CF']",5.0,3133333.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
458377,Bryan Bregman,26,MON,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,8,0,0,0,['RF'],4.12,11714286.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
602492,Jasson Romano,31,WES,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,8,0,0,0,['CF'],6.03,10500000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
577022,Gus Scherzer,28,RIV,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,8,0,0,0,['2B'],6.062,7000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
906348,Julian Mateo,26,BET,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,16,0,0,0,"['2B,SS,3B,LF,CF']",0.0,740000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
763065,Zach Baker,28,TEM,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,5,0,0,0,['CF'],0.133,800000.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
257047,Jesús Alvarez,34,YON,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,14,0,0,0,['C'],6.045,10500000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
642354,Cristian Kolek,27,PHO,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,14,0,0,0,"['3B,1B,SS']",0.0,740000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
745010,Jesús Miley,30,GRA,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,9,0,0,0,"['LF,2B,CF,1B,RF,3B,SS']",3.162,3500000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
229232,Mike Fedde,28,CHE,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,5,0,0,0,['CF'],2.043,758250.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
342175,J.P. Lynn,30,PAL,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,7,0,0,0,"['2B,1B']",5.058,8750000.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
266968,Mason Bogaerts,25,NEW,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,7,0,0,0,"['RF,CF,LF']",0.0,740000.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
331228,Yennier Springs,33,CHE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,13,0,0,0,"['RF,1B']",6.165,5500000.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
98238,Nacho Neto,34,YON,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,11,0,0,0,['RF'],7.048,20000000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
722952,Kenley Suárez,30,SHR,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,12,0,0,0,"['1B,P']",5.004,3200000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
862958,Nick Encarnacion-Strand,31,WAT,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,7,0,0,0,['LF'],1.0,18600000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
136019,Michael Tena,27,SAI,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,4,0,0,0,"['CF,RF,LF']",2.027,770000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
44170,Nick Chourio,32,SHR,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,7,0,0,0,"['1B,RF,LF']",2.136,2125000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
282790,Luke Stanton,25,SHR,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,15,0,0,0,['C'],0.031,750000.0,ACB,['SHR'],['ACB'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
871606,Chadwick Rodríguez,34,POR,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,8,0,0,0,['C'],9.038,23875000.0,NBL,['POR'],['NBL'],2025,0,0,0,0,100,Active,0,Portsmouth,Penguin,0
258055,Dane Hancock,23,LAS,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,6,0,0,0,['CF'],0.021,740000.0,NBL,['LAS'],['NBL'],2025,0,0,0,0,100,Active,0,Las Vegas,list,0
780023,Victor Gasser,27,HEN,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,10,0,0,0,"['RF,LF,CF']",2.076,761000.0,NBL,['HEN'],['NBL'],2025,0,0,0,0,100,Active,0,Henderson,Sperm whale,0
188905,Connor Scott,33,GRA,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,3,0,0,0,['1B'],1.069,850000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
657195,Jesús Taveras,25,HEN,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,2,0,0,0,"['2B,3B']",1.139,755550.0,NBL,['HEN'],['NBL'],2025,0,0,0,0,100,Active,0,Henderson,Sperm whale,0
731053,Charlie Hudson,31,TUS,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,2,0,0,0,"['1B,RF,LF']",4.035,3500000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
667301,Ke'Bryan Peña,32,SEB,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,7,0,0,0,"['LF,1B,RF,CF']",3.104,2600000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
753088,Alex Bello,28,PHO,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,12,0,0,0,"['LF,RF']",2.014,740000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
427037,Ryan Blankenhorn,32,PHO,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,4,0,0,0,['RF'],7.152,10000000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
292334,Addison Grandal,28,SHR,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,13,0,0,0,['3B'],3.075,7000000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
935130,Josh Crews,33,SIO,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,16,0,0,0,"['3B,1B,LF,CF,2B,SS,P']",9.054,4000000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
904124,Tomás Newcomb,29,GAS,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,17,0,0,0,"['C,1B,LF,3B,RF']",0.154,741000.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
992345,Alí Nido,30,BOS,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,8,0,0,0,"['3B,2B,SS,LF,RF']",3.149,2725000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
48063,Ryan Velázquez,25,GAS,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,5,0,0,0,['C'],0.113,742100.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
265222,Scott Witt Jr.,27,BOS,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,4,0,0,0,"['LF,RF,CF']",1.042,750000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
1037914,Donovan Jax,31,PHO,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,6,0,0,0,['CF'],7.16,15142857.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
556886,Nick Caminero,25,SOU,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,5,0,0,0,['SS'],2.015,786000.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
